Categories,Competency,Proficiency Level,Course Title ,URL,Course with Hyperlink,Course Provider,Learning Outcomes,Training Period, Cost ,Training Mode,Start Date,End Date,Prioritisation
Finance Functional Competencies,C02: Governance & Risk Management,(Level 4) Expert,Identifying and Managing Emerging Risks to Enable Quality and Resilience,,Identifying and Managing Emerging Risks to Enable Quality and Resilience,The Institute of Internal Auditors,,1 day,$700.00,Classroom,Nil,Nil,0
Finance Functional Competencies,C02: Governance & Risk Management,(Level 4) Expert,IIA Conference 2025,,IIA Conference 2025,The Institute of Internal Auditors,,1 day,,TBA,TBA,,4
Finance Functional Competencies,C02: Governance & Risk Management,(Level 4) Expert,Implementing An Effective ERM Process,,Implementing An Effective ERM Process,The Institute of Internal Auditors,"Note: was a past course, they don’t have this planned for 2023 yet
√ Establish a formal ERM process
√ Strengthen organisation risk management processes",2 days,,TBA,Nil,,0
Finance Functional Competencies,C02: Governance & Risk Management,(Level 4) Expert,Public Services Internal Audit Conference 2026,,Public Services Internal Audit Conference 2026,The Institute of Internal Auditors,,,,Classroom,NA,,6
Finance Functional Competencies,C02: Governance & Risk Management,(Level 5) Master,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,3
Finance Functional Competencies,C02: Governance & Risk Management,(Level 5) Master,"Graduate Certificate in Strategic Digital Transformation in Finance Module 5: IT Risks, Governance and Security Essentials",https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-5-it-risks-governance-and-3026,"Graduate Certificate in Strategic Digital Transformation in Finance Module 5: IT Risks, Governance and Security Essentials",Singapore Management University,"√ Digital Strategy for Finance Managers
√ Digitalisation Implementation in Financial Services
 √ Improving financial outcomes with data analytcis
√ Design thinking for Finance Professionals
√  IT Risk, governance and security essentials
√  Digital taxation disruption at the cutting edge for finance professionals",2DAYS,$600.00,Classroom,7/7/2025,8/7/2025,1
Finance Functional Competencies,C02: Governance & Risk Management,(Level 5) Master,IIA Conference 2025,,IIA Conference 2025,The Institute of Internal Auditors,,1 day,TBA,TBA,TBA,,2
Finance Functional Competencies,C02: Governance & Risk Management,(Level 5) Master,Public Services Internal Audit Conference 2026,,Public Services Internal Audit Conference 2026,The Institute of Internal Auditors,,,,Classroom,NA,,4
Finance Functional Competencies,C03: Tax Compliance,(Level 1) Foundation,Overview of GST,https://elearn.iras.gov.sg/gst/overviewofgst/,Overview of GST,IRAS,,4hrs, $-   ,E-Learning,OTOT,OTOT,3
Finance Functional Competencies,C03: Tax Compliance,(Level 1) Foundation,[E-Learning] Taxation for Accountants,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TPXlAAO&_ga=2.20119679.696591408.1671007708-1149870743.1670913560,[E-Learning] Taxation for Accountants,ISCA,"√ Understand company’s corporate and other tax obligations
√ Understand basic corporate tax rules in Singapore and
√ Understand tax implications from common business transactions

",2HRS,$160.00,E-Learning,OTOT,6MTHS FROM PURCHASE,2
Finance Functional Competencies,C03: Tax Compliance,(Level 1) Foundation,Goods and Services Tax Workshop,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTF3AAO&_ga=2.125231882.1626425500.1670914557-1149870743.1670913560,Goods and Services Tax Workshop,ISCA,"√ GST concepts, rules and regulations in Singapore",7HRS,$362.00,Virtual Classroom,7/7/2025,,1
Finance Functional Competencies,C03: Tax Compliance,(Level 1) Foundation,GST Rate Change – Transitional rules for transactions spanning the rate change,,GST Rate Change – Transitional rules for transactions spanning the rate change,ISCA,,3.5hrs (24 Apr),168.92,Virtual Classroom,NIL,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 1) Foundation,Executive Tax Programme Level I (Goods & Services Tax),,Executive Tax Programme Level I (Goods & Services Tax),Tax Academy of Singapore,"√ Basic GST concepts
√ GST administration
√  Imports and Exports
","3 days of lessons, 1 day of written exam (May 2023)",765,E-Learning & Virtual Classroom; with Written Exam,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 1) Foundation,Executive Tax Programme Level I (Income Tax - Individual),,Executive Tax Programme Level I (Income Tax - Individual),Tax Academy of Singapore,√ Basic income tax principles and practice for individuals,"4 days of lessons, 1 day of written exam (Apr-May2023)",770,E-Learning & Virtual Classroom; with Written Exam,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 2) Intermediate,[E-Learning] Taxation for Accountants,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TPXlAAO&_ga=2.20119679.696591408.1671007708-1149870743.1670913560,[E-Learning] Taxation for Accountants,ISCA,"√ Understand company’s corporate and other tax obligations
√ Understand basic corporate tax rules in Singapore and
√ Understand tax implications from common business transactions

",2HRS,$160.00,E-Learning,OTOT,6MTHS FROM PURCHASE,1
Finance Functional Competencies,C03: Tax Compliance,(Level 2) Intermediate,GST on Imported Services,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTEYAA4,GST on Imported Services,ISCA,,3.5hrs,$206.00,Virtual Classroom,11/7/2025,11/7/2025,2
Finance Functional Competencies,C03: Tax Compliance,(Level 2) Intermediate,GST Update – Customer Accounting for Prescribed Goods,,GST Update – Customer Accounting for Prescribed Goods,ISCA,√  GST Implications on prescribed goods supplied by GST registered businesses to GST registered customers,,,TBA,Nil,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 2) Intermediate,GST: Understanding Input Tax Recovery Rules,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTEkAAO,GST: Understanding Input Tax Recovery Rules,ISCA,,7HRS,$421.00,Virtual Classroom,Nil,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 2) Intermediate,Non-business Activities – The GST treatment on non-business receipts and its input tax recovery,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTERAA4&_ga=2.259070728.309906157.1739849535-975892733.1738335351,Non-business Activities – The GST treatment on non-business receipts and its input tax recovery,ISCA,,7hrs,$362.00,Virtual Classroom,4/8/2025,4/8/2025,3
Finance Functional Competencies,C03: Tax Compliance,(Level 2) Intermediate,Executive Tax Programme Level II (Goods & Services Tax),,Executive Tax Programme Level II (Goods & Services Tax),Tax Academy of Singapore,"√ In-dept GST rules and application
√ Treatment and application of different GST rules for different industries",10 days,1926,Mix of classroom and online ,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 2) Intermediate,Executive Tax Programme Level II (Income Tax – Corporate & Business),,Executive Tax Programme Level II (Income Tax – Corporate & Business),Tax Academy of Singapore,"√ Basic International tax concepts and GST
√ Taxation of companies, sole-proprietorship and partnerships","15 days of lessons conducted over 2 months, 1 day of written exam",2022.3,Classroom,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 3) Advanced,Corporate Tax Planning,,Corporate Tax Planning,ACCA,"√ Gain insights into essential tax laws and practices in Singapore
√ Learn common practical tax planning techniques",8hrs (11 May),385,Virtual Classroom,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 3) Advanced,GST on Imported Services & Other Tax Updates,,GST on Imported Services & Other Tax Updates,ACCA,"√ Understand the new GST rules on imported services
",8hrs,360,Virtual Classroom,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 3) Advanced,"Tax Avoidance, Tax Evasion and Tax Planning in Singapore",,"Tax Avoidance, Tax Evasion and Tax Planning in Singapore",ACCA,"√ Understand legal and practical aspects of tax avoidance, tax evasion and tax planning",8hrs (9 May),365,Virtual Classroom,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 3) Advanced,A Practical Guide to GST Input Tax Recovery Rules: Getting your Input Tax Claims Right and Avoiding the Common Pitfalls,https://cchlearning.com.sg/catalogue/826-a-practical-guide-to-gst-input-tax-recovery-rules-getting-your-input-tax-claims-right-and-avoiding-the-common-pitfalls/,A Practical Guide to GST Input Tax Recovery Rules: Getting your Input Tax Claims Right and Avoiding the Common Pitfalls,CCH Learning,,,$700.00,Classroom,Nil,Nil,2
Finance Functional Competencies,C03: Tax Compliance,(Level 3) Advanced,Goods and Services Tax (GST): Updates and Avoiding Pitfalls,,Goods and Services Tax (GST): Updates and Avoiding Pitfalls,ISCA,,,,Virtual Classroom,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 3) Advanced,"GST: Operations, Accounting, Administration and Returns",https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTF2AAO,"GST: Operations, Accounting, Administration and Returns",ISCA,,7HRS,$362.00,Virtual Classroom,24/7/2025,24/7/2025,1
Finance Functional Competencies,C03: Tax Compliance,(Level 3) Advanced,Understanding the GST treatment for Recovery of Expenses,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTFDAA4&_ga=2.234016924.309906157.1739849535-975892733.1738335351,Understanding the GST treatment for Recovery of Expenses,ISCA,,7HRS,$362.00,Virtual Classroom,13/6/2025,13/6/2025,3
Finance Functional Competencies,C03: Tax Compliance,(Level 3) Advanced,Executive Tax Programme Level III (Advanced Tax Programme),,Executive Tax Programme Level III (Advanced Tax Programme),Tax Academy of Singapore,"√ Tax Policy
√ Legal Framework
√ Singapore Individual and Corporate Income Tax
√ Tax Treaties, Transfer Pricing, International Tax Planning 
√ Goods and Services Tax.","Comprise of 8 core and 2 elective module, to be delivered twice a week on selected weeks over a 10 month period",6473.5,Virtual Classroom & Classroom,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 3) Advanced,Executive Tax Programme Level III (GST) : Advanced GST,,Executive Tax Programme Level III (GST) : Advanced GST,Tax Academy of Singapore,"√ Advanced GST concepts 
√ Relevant case laws",10 month period with the requirements of completing 3 modules and 1 research/case study paper,5954.55,Classroom,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 4) Expert,GST Reporting 2025: Proactive and Concrete Steps you can take in Managing GST Risks,https://cchlearning.com.sg/catalogue/818-gst-reporting-2025-proactive-and-concrete-steps-you-can-take-in-managing-gst-risks/,GST Reporting 2025: Proactive and Concrete Steps you can take in Managing GST Risks,CCH Learning,,,$700.00,Classroom,13/6/2025,13/6/2025,1
Finance Functional Competencies,C03: Tax Compliance,(Level 4) Expert,Corporate Tax: Annual Updates for 2024,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002l6dgAAA,Corporate Tax: Annual Updates for 2024,ISCA,,NIL, NIL ,NIL,NIL,NIL,0
Finance Functional Competencies,C03: Tax Compliance,(Level 4) Expert,Goods and Services Tax (GST): Updates and Avoiding Pitfalls,,Goods and Services Tax (GST): Updates and Avoiding Pitfalls,ISCA,,,,Virtual Classroom,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 4) Expert,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,3
Finance Functional Competencies,C03: Tax Compliance,(Level 4) Expert,Graduate Certificate in Strategic Digital Transformation in Finance Module 6: Digital Taxation Disruption at the Cutting Edge for Finance Professionals,https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-6-digital-taxation-disruption,Graduate Certificate in Strategic Digital Transformation in Finance Module 6: Digital Taxation Disruption at the Cutting Edge for Finance Professionals,Singapore Management University,"√ Digital Strategy for Finance Managers
√ Digitalisation Implementation in Financial Services
 √ Improving financial outcomes with data analytcis
√ Design thinking for Finance Professionals
√  IT Risk, governance and security essentials
√  Digital taxation disruption at the cutting edge for finance professionals",2DAYS,$600.00,Classroom,11/8/2025,12/8/2025,2
Finance Functional Competencies,C03: Tax Compliance,(Level 5) Master,GST Reporting 2025: Proactive and Concrete Steps you can take in Managing GST Risks,https://cchlearning.com.sg/catalogue/818-gst-reporting-2025-proactive-and-concrete-steps-you-can-take-in-managing-gst-risks/,GST Reporting 2025: Proactive and Concrete Steps you can take in Managing GST Risks,CCH Learning,,,$700.00,Classroom,13/6/2025,13/6/2025,1
Finance Functional Competencies,C03: Tax Compliance,(Level 5) Master,Budget & Tax Conference,,Budget & Tax Conference,ISCA,,,,TBA,Nil,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 5) Master,Goods and Services Tax (GST): Updates and Avoiding Pitfalls,,Goods and Services Tax (GST): Updates and Avoiding Pitfalls,ISCA,,,,Virtual Classroom,,,0
Finance Functional Competencies,C03: Tax Compliance,(Level 5) Master,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,3
Finance Functional Competencies,C03: Tax Compliance,(Level 5) Master,Graduate Certificate in Strategic Digital Transformation in Finance Module 6: Digital Taxation Disruption at the Cutting Edge for Finance Professionals,https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-6-digital-taxation-disruption,Graduate Certificate in Strategic Digital Transformation in Finance Module 6: Digital Taxation Disruption at the Cutting Edge for Finance Professionals,Singapore Management University,"√ Digital Strategy for Finance Managers
√ Digitalisation Implementation in Financial Services
 √ Improving financial outcomes with data analytcis
√ Design thinking for Finance Professionals
√  IT Risk, governance and security essentials
√  Digital taxation disruption at the cutting edge for finance professionals",2DAYS,$600.00,Classroom,11/8/2025,12/8/2025,2
